Date,Username,Tweet-text,Tweet Link,Retweets,Likes,TweetImageUrl,Image
2019/02/14_10:32,https://twitter.com/BarackObama,Happy Valentine’s Day to the extraordinarily smart beautiful funny one and only @MichelleObama. It’s true; she does get down to Motown.pic.twitter.com/uypbZsEiqB,https://twitter.com/BarackObama/status/1096114852941234176,38486,421878,https://pbs.twimg.com/media/DzYupXmWsAEVBlB.jpg,
2019/02/14_07:18,https://twitter.com/BarackObama,In the year since their friends were killed the students of Parkland refused to settle for the way things are and marched organized and pushed for the way things should be - helping pass meaningful new gun violence laws in states across the country. I'm proud of all of them.,https://twitter.com/BarackObama/status/1096066230442749952,74825,484722,,
2019/02/13_19:10,https://twitter.com/BarackObama,Don’t be sad it’s over be proud it taught us so much. Congrats to all the men and women of @NASA on a @MarsRovers mission that beat all expectations inspired a new generation of Americans and demands we keep investing in science that pushes the boundaries of human knowledge.,https://twitter.com/BarackObama/status/1095882980839616512,35599,298673,,
2019/02/12_17:18,https://twitter.com/BarackObama,Happy 85th birthday to @RealBillRussell - the greatest champion in American sports and a lifelong warrior for justice.,https://twitter.com/BarackObama/status/1095492333481705472,12377,129038,,
2019/02/07_20:04,https://twitter.com/BarackObama,My statement on the passing of former Congressman John Dingell:pic.twitter.com/gjBYHHImzB,https://twitter.com/BarackObama/status/1093722143513346048,10310,64845,https://pbs.twimg.com/media/Dy2ufdAW0AECLPc.jpg,
2019/02/07_20:03,https://twitter.com/BarackObama,We lost two great Americans today – Frank Robinson and John Dingell – citizens who inspired me and so many others by leading on the civil rights issues of our time opening doors to others and leaving it all on the field.,https://twitter.com/BarackObama/status/1093721973824339968,29136,241969,,
2019/02/01_08:08,https://twitter.com/BarackObama,As we celebrate Black History Month and Jackie Robinson’s 100th birthday we celebrate the life of all whose courage opened the gates for everybody and in the process made America better.pic.twitter.com/Fl9aDxqcGi,https://twitter.com/BarackObama/status/1091367581964034048,40360,250601,https://pbs.twimg.com/media/DyVRA6zXQAIhIk8.jpg,
2019/01/25_10:18,https://twitter.com/BarackObama,The @ObamaFoundation is connecting people from around the world so they can form partnerships just like this. I am inspired by Robert and Vanessa and what’s possible when leaders come together to have an even greater impact on the world.https://twitter.com/ObamaFoundation/status/1088839648665833472 …,https://twitter.com/BarackObama/status/1088863791058698240,11831,90186,,
2019/01/21_08:14,https://twitter.com/BarackObama,"I’ve always drawn inspiration from what Dr. King called life’s most persistent and urgent question: ""What are you doing for others?"" Let’s honor his legacy by standing up for what is right in our communities and taking steps to make a positive impact on the world.",https://twitter.com/BarackObama/status/1087382991901474816,162936,770070,,
2019/01/17_07:02,https://twitter.com/BarackObama,I knew it way back then and I’m absolutely convinced of it today — you’re one of a kind @MichelleObama. Happy Birthday!pic.twitter.com/ejqm0uC9J4,https://twitter.com/BarackObama/status/1085915185146150912,183898,1416090,https://pbs.twimg.com/media/DxHyGqTWsAAivuf.jpg,
2019/01/01_08:19,https://twitter.com/BarackObama,In 2018 people stepped up and showed up like never before. Keep it up in 2019. We’ve got a lot of work to do and I’ll be right there with you. Happy New Year everybody!,https://twitter.com/BarackObama/status/1080136459670175744,111380,836624,,
2018/12/29_08:15,https://twitter.com/BarackObama,I hope you find inspiration in the stories of Dejah Moussa Sandor Hong and Jonny. Their journeys began with a decision to build the better future they wanted to see. The same is true for you. What matters isn’t the size of the step you take; what matters is that you take it.,https://twitter.com/BarackObama/status/1079048231298883584,11579,92906,,
2018/12/29_08:15,https://twitter.com/BarackObama,Leaders like Jonny Boucher a Chicago native who after losing too many friends and family to suicide started a coffee shop to offer emotional support and guidance to those who might be in need of a little more than a strong cup of coffee to get through their day.pic.twitter.com/H6XPceR6d9,https://twitter.com/BarackObama/status/1079048229382017024,19658,113752,,
2018/12/29_08:15,https://twitter.com/BarackObama,Leaders like Hong Hoang who mobilized a youth-led movement to create a greener world after becoming the first Vietnamese person to visit Antarctica. https://www.obama.org/photo-essay-hoang/ …,https://twitter.com/BarackObama/status/1079048228354457600,3791,29283,,
2018/12/29_08:15,https://twitter.com/BarackObama,Leaders like Moussa Kondo and Sandor Lederer who are each doing their part to fight corruption in their native countries of Mali and Hungary. Two people separated by continents but united in their pursuit of a more just transparent society.https://www.obama.org/fellowship/moussa-kondo-sandor-lederer/ …,https://twitter.com/BarackObama/status/1079048227448475649,3841,27248,,
2018/12/29_08:15,https://twitter.com/BarackObama,Leaders like Dejah Powell who started an organization to bring health and wellness resources to communities on the South Side of Chicago expanding food access and providing people the space and time to take care of themselves.pic.twitter.com/tPW7NxTGLO,https://twitter.com/BarackObama/status/1079048223342264320,5169,35342,,
2018/12/29_08:15,https://twitter.com/BarackObama,As the year winds down and we look toward 2019 I’m asking you to make a commitment: find something you want to change in your community and take the first step toward changing it. If you need some inspiration take a look at some of the young leaders who inspired me this year.,https://twitter.com/BarackObama/status/1079048221861634048,84352,390021,,
2018/12/28_06:34,https://twitter.com/BarackObama,As 2018 draws to a close I’m continuing the tradition of sharing my year-end lists. It gives me a moment to reflect on the year through the books movies and music that I found most thought-provoking inspiring or just plain loved. I hope you enjoy it: https://www.facebook.com/barackobama/posts/10156393283416749 …,https://twitter.com/BarackObama/status/1078660520650174464,48158,286266,,
2018/12/25_06:14,https://twitter.com/BarackObama,Enjoy the holiday season with the ones you love. Michelle and I wish you a very Merry Christmas!pic.twitter.com/LKLqlYfFUw,https://twitter.com/BarackObama/status/1077568301281263616,93008,932946,https://pbs.twimg.com/media/DvRKp9BWsAEhL-H.jpg,
2018/12/20_12:55,https://twitter.com/BarackObama,There’s no better time than the holidays to give back to your community. Yesterday I got to do just that at @ChildrensHealth. As we celebrate the season and look forward to 2019 let’s recommit to doing our part to build a world that is a little more generous tolerant and kind.https://twitter.com/ObamaFoundation/status/1075852828118269952 …,https://twitter.com/BarackObama/status/1075857251066363905,33352,204859,,
2018/12/19_13:48,https://twitter.com/BarackObama,Merry Christmas and happy holidays to the extraordinary kids families and staff at Children’s National. And thanks for humoring me as your stand-in Santa.https://twitter.com/childrenshealth/status/1075507032537620480 …,https://twitter.com/BarackObama/status/1075508118359076864,66367,401532,,
2018/12/15_13:15,https://twitter.com/BarackObama,Today is the last day of open enrollment. That means it’s the deadline to make sure you and the people you love have health insurance in 2019. So head over to http://HealthCare.gov  to get covered! Here’s what else you need to know today about health care:pic.twitter.com/gosn6c6uCa,https://twitter.com/BarackObama/status/1074050377291624449,23581,79183,https://pbs.twimg.com/media/DufLH8tXcAAyOuZ.jpg,
2018/12/14_16:58,https://twitter.com/BarackObama,Joe is right. Head to http://healthcare.gov  before tomorrow’s deadline. And nice bracelet by the way.https://twitter.com/JoeBiden/status/1073716529336860673 …,https://twitter.com/BarackObama/status/1073744054960250880,33374,155294,,
2018/12/12_20:15,https://twitter.com/BarackObama,As Bobby Kennedy taught us the thing about hope is that it travels through space *and* time first splashing against the rocks but eventually breaking down the walls of cruelty and injustice. And if we do our best with the time we’re given others will take hope in our example.https://twitter.com/RFKHumanRights/status/1073054288400801792 …,https://twitter.com/BarackObama/status/1073068889339240450,44245,215740,,
2018/12/10_07:40,https://twitter.com/BarackObama,No jump shots. No ferns. No memes. Not this time. I’m going to give it to you straight: If you need health insurance for 2019 the deadline to get covered is December 15. Go to http://HealthCare.gov  today and pass this on — you just might save a life.pic.twitter.com/8mHMsXGY0g,https://twitter.com/BarackObama/status/1072154184382844928,137703,349950,,
2018/12/02_14:09,https://twitter.com/BarackObama,Happy Hanukkah! Over these eight nights we draw inspiration from light that can overpower any darkness and recommit ourselves to building a brighter future for our families our communities and our world. Chag Sameach from the Obama family to yours.,https://twitter.com/BarackObama/status/1069352929633755136,52168,413129,,
2018/11/30_21:36,https://twitter.com/BarackObama,America has lost a patriot and humble servant in George Herbert Walker Bush. While our hearts are heavy today they are also filled with gratitude. Our thoughts are with the entire Bush family tonight – and all who were inspired by George and Barbara’s example.pic.twitter.com/g9OUPu2pjY,https://twitter.com/BarackObama/status/1068740570921738241,68331,373228,https://pbs.twimg.com/media/DtTtwbjXgAA-g9W.jpg,
2018/11/21_10:57,https://twitter.com/BarackObama,I am grateful for the next generation of leaders -- the young people who are tolerant creative idealistic and doing the work to create the world as it should be. Who understand that hope requires action. From the Obama family to yours Happy Thanksgiving.https://twitter.com/ObamaFoundation/status/1065309361906561025 …,https://twitter.com/BarackObama/status/1065318418470064128,40830,243529,,
2018/11/20_17:37,https://twitter.com/BarackObama,Thanks to the Chicago @FoodDepository team for all you do and to the volunteers who are doing great work and let me crash today. Happy Thanksgiving everybody!https://twitter.com/FoodDepository/status/1065001878352740353 …,https://twitter.com/BarackObama/status/1065056512324919296,20582,140081,,
2018/11/18_15:32,https://twitter.com/BarackObama,When someone shares their story we see the world through their eyes. I’m looking forward to hearing a few from leaders around the world and sharing my own at the @ObamaFoundation Summit in Chicago. Tune in at http://Obama.org .pic.twitter.com/sOllDsDA1Z,https://twitter.com/BarackObama/status/1064300232308113408,14603,92522,,
2018/11/15_08:43,https://twitter.com/BarackObama,Our future depends on all our young people including our boys and young men of color being able to achieve their dreams. Today I’m proud to share @MBK_Alliance’s first investments in communities devoted to this mission. Get inspired:http://obama.org/MBKA/communities …,https://twitter.com/BarackObama/status/1063110344762105857,16650,92441,,
2018/11/13_10:37,https://twitter.com/BarackObama,Of course @MichelleObama’s my wife so I’m a little biased here. But she also happens to be brilliant funny wise – one of a kind. This book tells her quintessentially American story. I love it because it faithfully reflects the woman I have loved for so long.pic.twitter.com/X0i9jja4TE,https://twitter.com/BarackObama/status/1062414184938377216,66013,539905,https://pbs.twimg.com/media/Dr50EUMXgAEJfGH.jpg,
2018/11/11_19:20,https://twitter.com/BarackObama,Michelle and I are heartbroken for everybody who’s lost so much in California and grateful for the heroism of the firefighters who’ve been risking their lives around the clock to save others. Please do what you can to help our fellow Americans in need:https://nyti.ms/2DdQB3c ,https://twitter.com/BarackObama/status/1061821087724564480,55379,294025,,
2018/11/11_08:14,https://twitter.com/BarackObama,To all our veterans and your families: thank you. There's no tribute that can truly match the magnitude of your service and sacrifice. But all of us can do our best to live up to the American values of service responsibility generosity and citizenship that you helped defend.,https://twitter.com/BarackObama/status/1061653443058827264,114086,675333,,
2018/11/07_08:13,https://twitter.com/BarackObama,Congratulations to everybody who showed up and participated in our democracy in record numbers yesterday. The change we need won’t come from one election alone – but it is a start. Last night voters across the country started it.pic.twitter.com/gNk4WkeJUn,https://twitter.com/BarackObama/status/1060203563069198336,52239,327018,https://pbs.twimg.com/media/DraZhIcXQAIIua7.jpg,
2018/11/06_08:26,https://twitter.com/BarackObama,Today is the day. Today it’s your turn to raise your voice to change the course of this country for the better. So make it count. Get out there and vote. Go to http://IWillVote.com  or call 833-336-VOTE to confirm where you can vote and check voting hours.pic.twitter.com/6xdMbKhwkr,https://twitter.com/BarackObama/status/1059844527068979201,39469,175002,,
2018/11/05_10:46,https://twitter.com/BarackObama,If you take that power and vote something powerful happens. Change happens. Hope happens. And with each new step we take in the direction of fairness and justice and equality and opportunity hope spreads. Go vote!http://IWillVote.com ,https://twitter.com/BarackObama/status/1059517330366087169,18827,71160,,
2018/11/05_10:46,https://twitter.com/BarackObama,When you vote you have the power to make it easier for a student to afford college and harder for a disturbed person to shoot up a classroom. When you vote you have the power to make sure a family keeps its health insurance.,https://twitter.com/BarackObama/status/1059517327815991299,26286,104571,,
2018/11/05_10:46,https://twitter.com/BarackObama,When you vote you have the power to protect voting rights. To make sure our criminal justice system treats everyone equally under the law. To strengthen laws that protect women in the workplace from harassment – and make sure they’re paid equally.,https://twitter.com/BarackObama/status/1059517324053622785,14073,61358,,
2018/11/05_10:46,https://twitter.com/BarackObama,When we've been at such crossroads before Americans have made the right choice. Not because we sat back and waited for history to happen -- but because we marched and mobilized and voted. We made history happen.,https://twitter.com/BarackObama/status/1059517321524535296,11864,52906,,
2018/11/05_10:46,https://twitter.com/BarackObama,Tomorrow’s elections might be the most important of our lifetimes. The health care of millions is on the ballot. Making sure working families get a fair shake is on the ballot. The character of our country is on the ballot.,https://twitter.com/BarackObama/status/1059517317011398656,141921,518200,,
2018/11/01_14:20,https://twitter.com/BarackObama,Speaking of preexisting conditions open enrollment starts today. If you or someone you know needs health care visit http://HealthCare.gov . Thanks to financial help most people can find plans for $75/month or less so check out your options and find a plan that works for you.pic.twitter.com/R52X9sgkbP,https://twitter.com/BarackObama/status/1058106616464240640,21909,56969,https://pbs.twimg.com/media/Dq8mW6PX0AAEA2Y.jpg,
2018/11/01_11:32,https://twitter.com/BarackObama,Elections matter. You have the power to protect a family’s health care. Make a plan grab some friends and vote: https://iwillvote.com ,https://twitter.com/BarackObama/status/1058064323984179206,8789,33810,,
2018/11/01_11:32,https://twitter.com/BarackObama,While we're talking about preexisting conditions the ACA is the law that finally protected your coverage for preexisting conditions. Those protections and your health care are absolutely at stake on Tuesday. Vote for Democrats who’ll protect them.https://www.thecut.com/2018/10/republicans-dont-protect-preexisting-conditions.html …,https://twitter.com/BarackObama/status/1058064320356081665,22537,74309,,
2018/10/31_11:20,https://twitter.com/BarackObama,Not sure who and what you can vote for? Head over to http://votesaveamerica.com/ballot  to look up your state learn who's running to represent you which measures you can help decide and more. Read up and get ready to vote on November 6.,https://twitter.com/BarackObama/status/1057698949153349633,36823,98797,,
2018/10/30_08:44,https://twitter.com/BarackObama,Your vote can decide the health care of millions. Your voice can determine the character of our country. You have power — use it! In most states you don't even have to wait until Election Day to cast a ballot. Find out where you can vote before Nov. 6: http://IWillVote.com pic.twitter.com/hWkFHqi49K,https://twitter.com/BarackObama/status/1057297156711813123,25391,84380,https://pbs.twimg.com/media/DqxGKGrWsAIEMyF.jpg,
2018/10/27_14:54,https://twitter.com/BarackObama,We grieve for the Americans murdered in Pittsburgh. All of us have to fight the rise of anti-Semitism and hateful rhetoric against those who look love or pray differently. And we have to stop making it so easy for those who want to harm the innocent to get their hands on a gun.,https://twitter.com/BarackObama/status/1056303165610618880,187580,848414,,
2018/10/17_10:21,https://twitter.com/BarackObama,The last presidential election turned on fewer than 100000 votes in three states. More people go to Coachella. There’s no good excuse not to vote. Head over to http://Vote.org  to check your registration get your absentee ballot and find out where to vote on November 6.https://twitter.com/attn/status/1052577837968846848 …,https://twitter.com/BarackObama/status/1052610585328869377,100143,247603,,
2018/10/11_18:51,https://twitter.com/BarackObama,America is always at our best when we look out for each other. Please do what you can to help people recover and rebuild from Hurricane Michael.https://www.charitynavigator.org/index.cfm?bay=content.view&cpid=6806 …,https://twitter.com/BarackObama/status/1050564463907270656,18581,97697,,
2018/10/11_07:01,https://twitter.com/BarackObama,I’m so proud of the work @MichelleObama has done over the years to ensure adolescent girls have access to education and I know that the @GirlsAlliance will be another great chapter in her effort to get girls the opportunities they deserve.https://twitter.com/girlsalliance/status/1050358965702414336 …,https://twitter.com/BarackObama/status/1050385850792640512,34027,190469,,
2018/10/08_20:47,https://twitter.com/BarackObama,Congratulations to Drew Brees on the all time passing record. Always a class act.,https://twitter.com/BarackObama/status/1049506695339229186,34912,330513,,
2018/10/03_12:08,https://twitter.com/BarackObama,Happy Anniversary @MichelleObama. For 26 years you’ve been an extraordinary partner someone who can always make me laugh and my favorite person to see the world with.pic.twitter.com/s8xoZ9j2YR,https://twitter.com/BarackObama/status/1047564181266939905,68489,693716,https://pbs.twimg.com/media/DomyEbIXgAIkYND.jpg,
2018/10/01_09:46,https://twitter.com/BarackObama,Today I’m proud to endorse even more Democratic candidates who aren’t just running against something but for something—to expand opportunity for all of us and to restore dignity honor and compassion to public service. They deserve your vote:pic.twitter.com/NO5jnhX3XD,https://twitter.com/BarackObama/status/1046803503988006912,47143,213976,https://pbs.twimg.com/media/Dob-Op3XoAIVQ6u.jpg;https://pbs.twimg.com/media/Dob-OpuXkAIQ3ki.jpg;https://pbs.twimg.com/media/Dob-OpuXoAAhjaV.jpg;https://pbs.twimg.com/media/Dob-OpuW4AI6s1y.jpg,
2018/09/29_09:29,https://twitter.com/BarackObama,From civil servants to organizers the young people I met in Amsterdam today are doing the hard work of change. And they keep at it for their communities their countries and the collective future of Europe and the world. Keep up the good work.pic.twitter.com/AVtuBPHdr2,https://twitter.com/BarackObama/status/1046074495201693697,11653,117105,https://pbs.twimg.com/media/DoRnNBKXsAMi0MQ.jpg,
2018/09/25_13:49,https://twitter.com/BarackObama,The antidote to government by a powerful few is government by the organized energized many. This National Voter Registration Day make sure you're registered vote early if you can or show up on November 6. This moment is too important to sit out.,https://twitter.com/BarackObama/status/1044690296917962754,100639,379371,,
2018/09/14_09:20,https://twitter.com/BarackObama,The first class of Obama Fellows is full of leaders like Keith—hardworking innovative and dedicated to partnering with their communities to drive transformational change.https://twitter.com/ObamaFoundation/status/1040634794764320773 …,https://twitter.com/BarackObama/status/1040636488445255680,13905,89671,,
2018/09/11_06:52,https://twitter.com/BarackObama,We will always remember everyone we lost on 9/11 thank the first responders who keep us safe and honor all who defend our country and the ideals that bind us together. There's nothing our resilience and resolve can’t overcome and no act of terror can ever change who we are.,https://twitter.com/BarackObama/status/1039512025406349312,138625,761556,,
2018/09/07_08:08,https://twitter.com/BarackObama,Today I’m at the University of Illinois to deliver a simple message to young people all over the country: You need to vote because our democracy depends on it. I hope you'll tune in at 11am CT: http://go.illinois.edu/live ,https://twitter.com/BarackObama/status/1038081548833222658,47429,264989,,
2018/08/29_12:54,https://twitter.com/BarackObama,Yesterday I met with high school students on Chicago’s Southwest side who spent the summer learning to code some pretty cool apps. Michelle and I are proud to support programs that invest in local youth and we’re proud of these young people.pic.twitter.com/dQnDgswCj5,https://twitter.com/BarackObama/status/1034892109868945409,56714,391476,,
2018/08/26_14:40,https://twitter.com/BarackObama,Congratulations to Hawaii for winning the Little League World Series! You make America very proud. https://twitter.com/LittleLeague/status/1033829386116640773 …,https://twitter.com/BarackObama/status/1033831571944554498,33411,373102,,
2018/08/25_18:09,https://twitter.com/BarackObama,Our statement on the passing of Senator John McCain:pic.twitter.com/3GBjNYxoj5,https://twitter.com/BarackObama/status/1033521851312623616,182180,864720,https://pbs.twimg.com/media/DlfOpOLX4AAo_sc.jpg,
2018/08/16_09:31,https://twitter.com/BarackObama,Aretha helped define the American experience. In her voice we could feel our history all of it and in every shade—our power and our pain our darkness and our light our quest for redemption and our hard-won respect. May the Queen of Soul rest in eternal peace.pic.twitter.com/bfASqKlLc5,https://twitter.com/BarackObama/status/1030129887623958538,130920,585900,https://pbs.twimg.com/media/DkvBCbpW4AYZZQV.jpg;https://pbs.twimg.com/media/DkvBFZnWwAAYMKa.jpg;https://pbs.twimg.com/media/DkvBK6eW0AApq0s.jpg;https://pbs.twimg.com/media/DkvBOsNW0AAKaHw.jpg,
2018/08/06_07:53,https://twitter.com/BarackObama,Bobby Kennedy was one of my heroes. He was someone who showed us the power of acting on our ideals the idea that any of us can be one of the “million different centers of energy and daring” that ultimately combine to change the world for the better.https://twitter.com/RFKHumanRights/status/1026456623311716354 …,https://twitter.com/BarackObama/status/1026481404782235648,38417,217885,,
2018/08/01_09:20,https://twitter.com/BarackObama,I’m confident that together they’ll strengthen this country we love by restoring opportunity repairing our alliances and standing in the world and upholding our fundamental commitment to justice fairness responsibility and the rule of law. But first they need our votes.,https://twitter.com/BarackObama/status/1024691324933562369,34926,198560,,
2018/08/01_09:20,https://twitter.com/BarackObama,Today I’m proud to endorse such a wide and impressive array of Democratic candidates – leaders as diverse patriotic and big-hearted as the America they’re running to represent:pic.twitter.com/gWzalQhFas,https://twitter.com/BarackObama/status/1024691241093607425,53341,234581,https://pbs.twimg.com/media/DjhvPv4XcAAb9_c.jpg;https://pbs.twimg.com/media/DjhvPsWX4AIcRDN.jpg;https://pbs.twimg.com/media/DjhvPuSW0AEu2T3.jpg;https://pbs.twimg.com/media/DjhvPsTW4AAH4Te.jpg,
2018/07/18_09:19,https://twitter.com/BarackObama,Mandela Day is about taking action to change the world for the better. In these young people I see Madiba's example of persistence and hope. They are poised to make this world more peaceful more prosperous and more just.pic.twitter.com/GJDuOs1hkH,https://twitter.com/BarackObama/status/1019617669958586368,39198,250616,https://pbs.twimg.com/media/DiZo2yXX4AUhdxw.jpg,
